userName;score;at;content;Kategori
Liendy Maturbongs;4;02/11/2022 07.30;Turunin bintangnya, soalnya meskipun murah, suka dicancel berulang-ulang kali sama driver kalo rutenya kejauhan dikit aja. Sekarang drivernya lama banget nge jemputnya lebih dari 10 menit.;Positif
Rosy Haryadi;1;02/11/2022 06.59;Posisi driver sering jauh .. Pernah di batalkan tp driver tetap ke titik penjemputan pdhl d sistem sdh d batalkan, posisi d aplikasi malah jadi hutang, parahnya driver chat via wa dgn kata2 kasar pdhl bukti pembatalan sudah jelas .. mohon d perbaiki sistemnya;Negatif
Abah Yayi;1;02/11/2022 06.10;Gimana ini.... Dapat promo 100.000, tapi begitu dipakai harus bayar tunai juga dengan harga yg sama. Saldo hilang senilai ongkos, bayar juga segitu. Jadi 2kali lipat. Kejadian yg saya alami sudah dua kali. Ternyata sama. Ditanya ke driver nya, jawaban nya harus bayar tunai.... gagal nih...;Negatif
Albinus Tejo Sungkowo;3;02/11/2022 03.00;Bisa tolong tambahkan pembayaran non tunai nggak ya? Kyk gopay, ovo, atau pake topup saldo apps yg bisa dilakukan sendiri oleh customer aja gitu? Susah banget klo cuma bisa topup via driver, kebanyakan driver jg gak bisa topupkan saldo kita.;Negatif
Khoirun Nisa;4;01/11/2022 16.11;Saran saja, untuk food memang Maxim sangat recommended dari sebelah, namun untuk car, minta tlong driver agar lebih ramah lagi, sudah cuek gada basa basi sama sekali, kadang AC gak dihidupin, apalagi pada siang hari yg matahari lagi terik2nya .. Padahal kami kan bayar , tidak jarang kalau dapat driver yang enak, sudah pasti kami penumpang merasa nyaman pasti akan ngasih tambahan lebih dari tarif aplikasi.. minta tolong ya Maxim agar di berikan pengarahan kepada para DRIVERnya.. makasih;Positif
Rijal Sudrajad;2;01/11/2022 12.09;Horor, tagihan ojek setelah sampai tujuan tiba-tiba berubah lebih mahal (saat pemesanan padahal lebih murah). Kirain beda. Kalau kayak gini sama aja sama aplikasi lain. Kalau harganya sama, justru masih mending yang lain lebih canggih.;Negatif
CALVIN Adiva;1;01/11/2022 06.55;Tolong pihak Maxim untuk driver dikondisikan kembali.. untuk selalu sedia membawa uang untuk kembalian, karena saya sering mendapat driver seperti ini, dan tambahkan fitur penilaian untuk driver, terimakasih.;Negatif
Dhani Rhemius;3;01/11/2022 06.07;Kekurangannya adalah: tidak ada tombol menolak konfirmasi tunggu. Jika driver merasa dirinya sudah sampai, dan mengirimkan pesan tanda tunggu, customer harus OK. Padahal sering kali belum sampai. Tolong ditindak lanjuti ya. Agar driver dan customer sama2 nyaman.;Negatif
alvazer izzi ilman;3;01/11/2022 06.04;Hal Yang Harus Di Perbaiki : 1. Lokasi Tidak Akurat / Maps Tidak Dapat Terbaca secara detail 2. Tolong Ikon Batal Pada Saat Penumpang Sudah Di Jemput , Ikon Batal Tersebut Di Hilangkan , Mohon Di Perbaiki kembali untuk menjadi lebih baik kedepan nya untuk maxim , Sukses selalu, Terimakasih;Negatif
Fahms* TV;2;31/10/2022 23.58;Harga di aplikasi 21K, ketika sampai tujuan driver meminta harga 24K, sy meminta pada pihak maxim harus bisa seperti aplikasi sebelah G***K, jika ada promo, tidak muncul di aplikasi driver, hanya muncul di aplikasi pelanggan. Mayoritas driver maxim byk yg tidak jujur perihal Argo perjalanan.;Negatif
Akun Backup Data;1;31/10/2022 09.44;Tolong dong perbaiki lagi kalau di cancel orangnya di ganti. Tiap order ulang orangnya itu itu aja kesel juga liat mukanya. Gak jelas lama lama nih aplikasi minta kode OTP aja susahnya minta ampuun. Setaaaang setang;Negatif
Yulia Army x Bangtan;5;31/10/2022 09.35;Sesuai dengan Titik Yang ditentukan . Dan murah juga lah.. Untuk Developer nya semoga kedepan nya bisa ditingkatkan lagi ya. Makasih 🙏;Positif
Kayla Gilang;1;31/10/2022 09.26;Parahhhh parahhhhhh.... baru mau pesen tiba2 kepesen sendiri sekaligus dua lagi. Abis itu masih qplikasi tetep aja mencari driver. Kan kasian drivernya;Negatif
Robbany Difa;1;31/10/2022 09.12;Baru pertama kali nyoba eeh dapet driver yg gak amanah, pesen buat orang tua saya dipinta duit lebih padah sudah saya kasih tip.. menu buat ngelaporin juga gak ada (gak kumplit). Auto kecewa;Negatif
Ricki Ibr;3;31/10/2022 08.00;Murah tapi ribet ga pernah dapat yg mobil padahal penampakan di map buanyak... Map rame icon malah bikin ga jelas mau nitik tujuan ga kelihatan. Pembacaan map juga ga akurat. Apalagi mau isi saldo.... bingung.;Negatif
Fadiel Restu Sobari;4;31/10/2022 07.32;Ada sedikit kritikan, untuk bagian maps, itu kurang lengkap banget, jadi bingung buat nentuin titik jemput/tujuannya, takut salah menempatkan titik, beda sama google maps;Positif
Daffa Nurfajri;3;31/10/2022 03.46;Untuk maps nya tolong lebih lengkap lagi, kalau bisa seakurat google maps, soalnya susah banget nyari alamat yang biasanya mudah malah susah;Negatif
Edy Ruslan;4;31/10/2022 00.05;Sistem mnya d perbaiki Keakurasiannya ,orderan fiktif nya...banyak keluhan yg sdah masuk ....tp cuma d lihat aja ...gak ad perubahan nya... Semoga Maxim semakin jaya dan menjadi pilihan transportasi online no 1 buat masyarakat Indonesia khususnya...;Positif
annnd rianii;3;30/10/2022 12.04;sebenernya oke sih, cuman susah nyari titik jemputnya biar pas. seringnya loncat jauh bgt, gag sesuai. drivernya jd sering marah² dan minta tmbh feenya. sekali dua kali gapapa tp kalo tiap order sllu dminta tmbh fee ya males jg. mohon lebih diupgrade lg mapsnya, disamain aja sm aplikasi ojol yg lain. krna rumah sy di gmaps tu sdh ada titiknya tp di maxim gag muncul krna beda maps. mksih;Negatif
Nur Muzaenah;4;30/10/2022 11.10;Mohon kepada developer aplikasi maxim utk memperbaiki fitur2nya. Keluhan kami adalah aplikasi mengorder driver scr otomatis padahal kami tidak memesan, dan tidak ada tombol batalkan pesanan. Padahal kami menyukai maxim krn cukup murah. Tlg segera mgkn semuanya diperbaiki, kasihan driver yg di php pdhl kami tidak memesan, mereka mencari rezeki, kami tidak tega kalau ada miskomunikasi seperti ini. Jika sdh bnr2 diperbaiki, saya yakin maxim akan banyak pelanggannya. Terima kasih;Positif
Yaman Zalukhu ZL;1;30/10/2022 10.47;saya merasa Maxim ini belum layak untuk dijadikan sebagai layanan jasa yang baik, masa dari tadi pesan dicancel terus, lalu lama lagi proses nya. misalkan kalo ga mau diorder, ga usah bikin layanan yang hanya membuat konsumen menunggu lama lama, nah misalkan tarifnya kecil yah tinggal bikin mahal sekali Gus jgn mentang mentang murah tarifnya, kalian seenaknya lama lamaiin, Terus titik lokasi nya juga susah nyari nya, Ini aplikasi aneh, Padahal aku baru download barusan saya kira bagus eh buruk;Negatif
DepO Speed;5;30/10/2022 08.42;Lebih murah dari si ijo, namun masih ada kekurangan dimapnya, coba samakan mapnya dengan google map, kadang kesulitan mau isi kolom tujuannya ty.;Positif
nurdiyansahh 27;1;30/10/2022 07.22;Memang cukup murah, tapi sayang. Hp bibi saya tertinggal di dalem driver car. Pas saya coba hubungi nomer hp bibi saya melalui (WhatsApp) pertamanya aktif/ berdering (sudah saya hubungi 25×), selang berapa menit sudah tidak aktif nomernya/ memanggil/ di matikan datanya.;Negatif
Yukkie. P;5;30/10/2022 01.46;Aplikasi nya bagus banget dan harganya murah, semoga harga nya jangan naik-naik lagi. Dibandingkan dengan Go-Jek dan Grab, harganya masih lebih terjangkau.;Positif
Sam;5;30/10/2022 01.00;Yang tabah Developer, bagiku aplikasi ini sudah sangat membantu sekali. Meskipun mereka bilang tampilannya rumitlah, mapnya aneh, itu karena mereka malas untuk mempelajari. Sukses selalu Maxim harap harap jangan sampai seperti lapak hijau sebelah yang awalnya berjasa kemudian menjadi pemeras.;Positif
DWI SLM;1;29/10/2022 23.09;Alamat tujuan nyamperin cs sama yg dimap beda.. lawak.. Lalu, map menuju cs dibikin sedekat mungkin tp lewat jalan tikus yg jalannya hanya bisa dilewati pejalan kaki, berapa kali motor sudah masuk kejebakan lumpur.. tp maps utk menuju tujuan cs dibikin sejauh mungkin.. Jangan jahat sama driver oi..;Negatif
Hanif Hibatulloh;3;29/10/2022 09.37;1 sisi dia lebih murah dari yg lain, 1 sisi susah bgt kalau nyari alamat/ titik lokasi tujuan, maps nya kgk nyambung bgt, ngetik tujuan nya apa, selalu yg keluar tujuan lain dan jauh² lg, tlg segera perbaiki min;Negatif
Dennie Farizi;5;29/10/2022 04.13;Driver yang tidak memakai atribut, Tidak layak mendapatkan orderan, Apapun alasannya, karena mereka (driver) tidak loyalitas kepada pekerjaannya dan aplikasinya. Apabila ada, tolong laporkan mereka ke CS MAXIM. Good job maxim, do the best for CS.. Kalau bisa drivernya pakai verifikasi wajah.. *Best regardless*;Positif
Ade Acong;1;28/10/2022 15.00;Jangan berbangga dahulu dengan pencapain saat ini. Teruslah berbenah terutama layanan, keakuratan titik maps & perbaiki gangguan yg sering terjadi dijam sibuk.;Negatif
Keyza setiadji;3;28/10/2022 06.02;gue kasih bintang 3 karna kecewa sm salah satu driver yg save no gue tanpa izin gue, dan dia malah nanya2 soal internal. untuk maxim tolong lebih ketat untuk seleksi calon drivernya. untuk soal aplikasi ga ada masalah buat gue;Negatif
Hubdam XVI Pattimura;2;28/10/2022 01.06;Maaf hanya bisa kasih bintang 2, pesan Food, didaftar menu ada... Sampai d tempat katanya belum ada Maxim... Lokasi juga belum sinkron.. Driver jga harus ambil uang ke pelanggan terlebih dahulu baru beli food..;Negatif
Elsa Avrelia;1;28/10/2022 01.00;titik jemput g akurat. driver udh klik sampe tp gatau dimana, alhasil nunggu sesuai titik jemput butuh waktu dan bayaran tambahan malah dibebankan ke penumpang.;Negatif
Pangeran Dewa;4;27/10/2022 23.01;Sudah bagus tapi tolong perbaiki mapnya ya, saya kadang suka bingung udah nunggu lama tapi drivernya masih di tempat semula gk jalan².;Positif
Winda Frisda Lestari;3;27/10/2022 05.19;pengemudi aneh. aplikasi perjalanan maxim sudah selesai dan ibu saya sudah sampai di rumah dari jam 11 lewat tbtb driver chat via whatsapp bilang kalau dia masih dititik lokasi pemesanan dan sedikit marah2 di telp dgn ngotot klo dia masih berada disana. itu kesalahan di siapaa? tidak mungkin aplikasi selesai kalau bukan driver tersebut yg ngantar ke lokasi tujuan. thx;Negatif
Oki Karepesina;3;27/10/2022 01.17;Saya baru menggunakan Maxim bulan kemarin. Ini adalah perbaikan yang saya perlukan sebagai pelanggan: 1. Titik penjemputan di peta tidak sesuai dengan yang di minta. 2. Kesulitan untuk memfoto lokasi kepada driver. Mohon diperbaiki ya.. Sebelum update Maxim harga yg tertera di aplikasi 13K setelah update menjadi 19K. 🤦🏽‍♀️;Negatif
Kedai Iyon;5;26/10/2022 22.41;Alhamdulillah, baru pakai jasa Maxim 2 kali. tapi mantull..next pake ini lagi ya . keakuratan peta kayaknya lebih ditingkatkan lagi ya .Min. makasihhh;Positif
Karin Yuniar;3;26/10/2022 11.25;mohon diperbaiki lgi yaa, untuk hargnya cukup bersahabat, tapi banyak yang menghubungi diluar apk, malah slalu chat WhatsApp, sangat tidak sopan, tingkatkan keamanannya;Negatif
Tjipto Wijono;4;26/10/2022 09.22;Aplikasi Maxim bike, kerja = google map, tidak suport, sering Salah alamat..(.kurang canggih.)., khusus tujuan Budaya Cipta desa Tepus Salah mulu., Urip Sumoharjo gang Nusa Indah juga Salah mulu, aplikasi'nya nyasar mulu... Wao...😩😰😢👌😋.., tgl bln, thn lahir di.profil juga Salah dr aplikasinya., ga bisa di.edit..;Positif
Aning Lismarini;1;26/10/2022 08.05;Sdh 2x kejadian.....order dengan destinasi perjalanan yang sama otomatis sdh hafal tarif...awal order masih tarif seperti biasanya 21.2K...sampai d tempat bayar...masuk rumah...rada curiga juga liat driver masih posisi ngutak ngutik hp lumayan lama....eh tetiba ketok2 pintu bilang tarif nya d aplikasi driver 31 koma sekian.....ada apakah dengan aplikasi driver maxim? kok bisa merubah2 tarif seenak nya setelah orderan terselesaikan???????;Negatif
Herwindo “nuhade” Pratama;4;26/10/2022 04.58;kesan pertama..sangat OK,kl buat saya,kalo buat saya...ok. datang cepat..sopan..drivernya berkendara dengan baik.aman & nyaman. sementara bintang 4 dulu ya....thanks.😇🙏😇..;Positif
Arkaniee;4;26/10/2022 02.51;untuk harga nya pas, tidak terlalu mahal cuman paling tolong nanti mah ada dilengkapi fitur kirim photo agar bisa lebih mudah ketemu sama supir nya apalagi ini ada batas waktu gratisnya gitu. terimakasih;Positif
dhea nanda;4;26/10/2022 02.12;Minta tolong dong, untuk semua driver nya di briefing lagi untuk kejujuran nya. Setiap pake promo selalu aja di hitung harga normal, kalo uangnya kembalian tiba-tiba di kembaliin nya dgn harga normal, padahal pake promo. Tolong ya di perbaiki lagi, bukan sekali atau dua kali, sering bgt kayak gini. Terima kasih🙏🏽;Positif
Novie Yanti;2;26/10/2022 00.09;untuk maxim tolong dipermudah lg cara pemesanan.y karna saya yakin ga semua org sepandai yg bikin menu maxim. kalo bisa dipermudah menunya kaya gojek dan grab. saran aja klo mau laku yy harus mmpermudah org yg mke aplikasinya, masa mau cek harga, malah jdi kpesen kan kasian drever.y kena php;Negatif
Misael Wijaya (Misael);2;25/10/2022 19.56;Mapsnya masih kurang baik gak sesuai sama di google maps, jadi rada susah nyarinya, mohon di samakan kayak google maps seperti aplikator lain jadi kalau mau naro titik penjemputan dan lokasi yang di tuju gampang;Negatif
ebhy sitanaya;2;25/10/2022 14.43;Driver kadang blm sampai di lokasi penjemputan namun sudah konfirmasi pada aplikasi bahwa telah sampai sehingga pelanggan membayar biaya menunggu. Selain itu attitude driver kadang tidak sopan seperti tidak ada sapaan ketika menjemput penumpang, berbicara sinis terkait titik lokasi yg jauh dan menurut driver harga tidak sesuai dgn jarak sehingga harus ada biaya tambahan. Mohon ada perbaikan pelayanan sehingga penumpang lebih nyaman dalam menggunakan maxim.;Negatif
Aku Kamu28;1;25/10/2022 13.23;Min, aplikasi sudah bagus. Hanya saja banyak nama jalan yang belum di tambahkan beserta nama-nama kampus yang ada di daerah Cimahi-Bandung. Kalau bisa lebih di tambahkan lagi ya alamat-alamat jalan beserta nama-nama kampus. Kampus saya gak terdeteksi sama sekali di aplikasi ini. Dan tambahkan alamat counter Priangan Cell ya yang berada di Cimahi. Kalau aplikasi ini segala komplit dalam mendeteksi alamat, akan lebih memudahkan bagi para pengguna Maxim.;Negatif
Siti Masitoh;1;25/10/2022 11.54;Parahhh iya harga murah baru 2 kali pake aplikasi Maxim udah di kecewain , pertama pesen harga 11,2k pas turun berubah jadi 17,2k konsisten sih harusnya jangan main rubah harga aja kalau seandainya customer bawa uang pas Pasan kan kasian juga .;Negatif
Denny Badai;5;25/10/2022 06.36;Awal penggunaan ok dr titik penjemputan sampai titik lokasi,selanjutnya mau ke lokasi tujuan berikutnya ga bisa terdeteksi di petanya gmna nih;Positif
Rumah Gadang (Daf);5;24/10/2022 16.17;Admind tolong updat map pada apk castumer nya, kalo bisa lansung konek pada gogle map saat CS mau menentukan titik jemput dan titik antar. Jujur yg suka sama maxim banyak tapi karna lantaran map nya ga terhubung ke gogle map jadi ribet mereka mau mesan driver. Mohon di updat lagi biar maxim makin maju. Jg persulit pelanggan dengan susah nya menentukan titik lokasi. Terima kasih.;Positif
Ardhi Saputra;5;24/10/2022 15.09;Sangat simpel, sangat mudah, tepat waktu 👌. lebih ditingkatkan dalam pembacaan GPS saja 🙏;Positif
Nashar Sukses;1;24/10/2022 14.35;Untuk transport sih lebih murah dibanding yg lain. Tapi untul massage, ampuuun dah. Beberpa kali gak ada yg profesional, elas elus elas elus. Gak kerasa mijit.;Negatif
Haska Rizki;1;24/10/2022 13.48;Ni pengalaman saya sebagai penumpang yah, saya order tidak kurang dr 10 menit telah sampai drivernya Berhubung driver melewati titik alhasil saya suruh mundur Lalu muncul waktu tunggu berbayar, oke tidak lebih dr 5 menit Setelah perjalanan di mulai hingga sampai tujuan, waktu berbayar tersebut terus berjalan.. Daaan hasilnya saya harus bayar waktu tunggu tersebut Ini tuh dia kerja bukan nungguin berjam2 selama perjalanan, ini akan dapat di salah gunakan;Negatif
Erni Nuraeni;5;24/10/2022 01.05;Aplikasi yg sangat membantu, armadanya juga sudah lumayan banyak, jd tdk perlu menunggu terlalu lama, harga lebih murah dibanding yg lain, cuma masalah titik aja yg masih suka ngaco, semoga kedepannya bisa lebih baik lagi.;Positif
Kusnul Hayati67;1;23/10/2022 13.45;"Skrang bnyk bngt yang melebihkan pembayaran ongkirny ,merubah titik tanpa pemberitahuan terlebih dahulu trutama untuk food delivery! Tolong di beri tahu lagi kepada orang"" y g mncari uang lewat apk mexim ,jujur itu no 1";Negatif
Rival Takada;5;23/10/2022 12.21;mantap harga terjangkau, ramah,agak di benerin lagi maps nya,lebih detail lagi supaya lebih gampang ngambil patokan;Positif
Rey Begic;1;23/10/2022 05.13;Padahal banyak driver di sekitar, tapi lama banget. Dan yg lebih aneh sudah di batalkan 10 menit yang lalu, dan maxim sudah mengkonfirm tiba2 kok bisa masih nyambung dgn driver . Wong sudah sampai juga di tempat tujuan dgn blue bird . Ngeselin bgt lah.;Negatif
jessi jhu05;3;23/10/2022 00.40;Saya pengguna baru, saya login pakai nomor tlp. Saat utk melengkapi data sampai 3x ga bisa di isi. Saya uninstall dan install aplikasi kembali lalu login, ternyata tidak bisa karna jumlah permintaan terlampai. Mohon bantuannya 😁;Negatif
sean ihsan;5;22/10/2022 18.22;Bagus banget, tapi sayangnya banyak banget yang harus di perbaiki, dari MAPS yang kadang nyasar, dapet driver jauh banget kaya di jemput di mars, belum lagi titik2 lokasi yang belum di update. harga murah sih, tapi sayangnya yaa itu aja, maps sama driver yg jauh2. terus sempet tanya sama driver maxim juga kalau ternyata harganya ke driver belum naik, padahal BBM lagi naik. but itu menguntungkan pelanggan walaupun dapet driver jauh2. tolong ya pertimbangannya. thank u;Positif
Fak Rizal;1;22/10/2022 15.04;Jelek banget layananya di aplikasi, sangat ribet bila menuju lokasi tujuan, tidak akurat banget lokasi nya.. Bikin ribet;Negatif
Shinta Wulandari;1;22/10/2022 06.42;Mohon untuk diperbaiki app tidak jelas order ga bisa dapet pengemudi trs padahal di mapsnya banyak driver tp order terus2an ga dpt2, kalo di cancel tbtb ada driver udah deket sama kita jadi ke cancel otomatis padahal di app tulisannya mencari driver terus;Negatif
Muhammad Alvin;3;22/10/2022 00.36;Good apps. Tapi sempet beberapa kali dapet driver yg ga sesuai dengan yg tertera di aplikasi. Baik itu dari warna motor sampai dengan nomornya pun beda. Tolong untuk pihak MAXIM lebih di perketat lagi kebijakan nya untuk para driver.;Negatif
Reza Firmansyah;5;21/10/2022 14.22;mohon utk pedagang bila sudah close dagangan di aplikasi juga ada pemberitahuan .. saya kasihan saja sama driver Maxim yg sudah jauh2 datangi pesanan saya .. tapi sampai tempat tujuan dagangan sudah tutup .. utk Pak Driver Maxim semangat terus kerjanya .. mudahan banyak Rizky nya .. Tuhan Memberkati Aamiin;Positif
Otto Supar;3;21/10/2022 13.54;pelayanan standar ok lah, gak bnyak omong tapi gak ngeluhan dan setidaknya gak kurang ramah sama penumpang, lebih baik standar begitu drapda kesannya kurang ramah atau gak nyenengin lihatnya, apalgi ngeluhan.;Negatif
Dwiana Retno Y.;3;21/10/2022 10.48;Sudah beberapa kali pakai ojol dari Maxim tapi kebanyakan driver-nya kurang ramah, di jalan diam saja, dan beberapa kali motornya tidak nyaman. Tolong diperbaiki lagi sistem perekrutan driver-nya;Negatif
Dini Saputra 69;1;21/10/2022 10.42;Aplikasi payah.. Nyari lokasi nya ribet dan sering gak ada. Lebih enak pakai GRAB/GOJEK... Lokasi lebih akurat dan tepat. Nyesel download maxim. Gw uninstal aja lah...;Negatif
Shellviana Aqilah;5;21/10/2022 04.24;abangnya baik dan ramah bgt ,ini orderan pertama aku ,dan harganya murah bgt dibanding aplikasi hijau.smga pelayanannya makin meningkat dan harganya tetap jd yg paling terkenal terjangkau;Positif
Deni Resa Haditia;1;21/10/2022 02.05;harga emng lebih murah. cuma untuk mencari lokasi sangat buruk dan kurang lengkap dan tidak akurat ketika sedang mencari lokasi. tidak seperti grab dan gojek. jika mencari lokasi akurat langsung ke tujuanya. tidak harus mencari cari lagi. tolong di perbaiki ke kuranganya. kecewa bossss;Negatif
ivodro idrygne;3;20/10/2022 22.37;"tolong nomer telepon aplikasi dan aplikasi nomer telepon bukan login. saya ingin mengganti akun instalasi ""maxim"" untuk kerjasama tapi belum di vasilitasi aplikator layaknya bekerja jadi prioritas di tingkatkan setara bekerja dengan prioritas ditingkatkan pula bisa form jadi form data kerjasama dari form daftar kerjasama. semoga teratasi";Negatif
Fadli Jnr;1;20/10/2022 22.30;Tolong diperbaiki lg sistem nya, saya setiap abis cancel orderan karna driver ban nya bocor, selalu dapat driver yg jauh lokasinya, dan satu lg estimasi driver sampai 3 menit di aplikasi padhal masih juah;Negatif
Cimot Toat;5;20/10/2022 22.14;Mengapa order mobil jarak dekat kok susah ya? Sama tolong mapsnya di lengkapi lagi.. Saya pernah cuma cek harga saja, tapi kok malah memesan? Tolong diperbaiki lagi!!!!;Positif
ALFITRA;4;20/10/2022 20.15;Yang benar benar harus ditingkatkan kan masalah map nya ,, peta nya harus google map aja biar lengkap.. kalo map di aplikasi masih gak lengkap;Positif
Kartika Handayani;1;20/10/2022 17.05;Apa gunanya bonus kalo gabisa dipake? Auto ke tunai! Cancel gak bisa! Kasihan driver nya yg kena nanti! Sorry gak recomen bgt nih aplikasi .;Negatif
Ari Putra;1;20/10/2022 12.35;"Tolong dong ini khusus buat owner dan pengguna maxim, saya sangat kecewa dengan layanan maxim. Driver yg tidak bisa baca map. Mnrunkan saya d jalan plng yg mana rute saya mnjadi semakin jauh, saya d trunkan d halte busway Mampang Prapatan Jakarta Selatan. Dan driver ttp mmnta bayaran k saya. Kjadian ini baru saja, jam 7 mlm ini. Untuk pengguna. Lbih baik kalian rugi uang dri pda pakai jasa aplikasi tdk bertanggung jawab ini. Apalagi skrng marak begal. Jdi hati"". Aplikasi ini tdk ad ftur pngduan";Negatif
Dunia Pertama;1;20/10/2022 07.41;Berasa bego banget gue nyari alamat di aplikasi ini ga nemu gue tarik manual pake titik peta kok beda. Ini peta bikin sendiri apa gimana si? Gue uninstal aja, ga guna banget. Bahkan bintang 1 juga gak pantes buat nilai aplikasi ini;Negatif
Dah Dah;1;20/10/2022 00.10;Saya kurang puas untuk penggunaan aplikasi ini, ketika saya order pesanan dan pake kode promo d tampilan saya harganya sudah dipotong, tapi pas mau bayar uangnya ternyata harga yg d saya sama drivernya beda jauh... Ini gimana ya admin? Padahal di saya itu untuk harganya SDH terpotong tapi d Maxim drivenya tidak, saya kecewa;Negatif
Priska Nuranggiani;5;19/10/2022 23.48;maps nya tolong diperbaiki agar bisa tracking sudah sampai mana. juga bisa berbagi perjalanan, dan sistem payment nya jangan hanya tunai saja.;Positif
pranayoga wiyasa;3;19/10/2022 22.19;Sulit untuk mencari titik lokasi. Untuk koreksi/edit penulisan juga sangat sulit tidak bisa sisipkan kata jadi harus tulis ulang dari awal;Negatif
Procol;3;19/10/2022 18.14;Tolong diperbaiki lagi untuk map nya, karena agak susah dibaca, kalo bisa sesuaikan saja sama googlemap, dan satu lagi sebelum order sudah tertera tagihannya, tapi ketika orderan selesai ada penambahan dana;Negatif
Ji Liong;1;19/10/2022 03.37;"Banyak sekali merchant terutama bagian ""Foods"" yg tidak tercover. Otomatis fungsi aplikasi tidak dapat berfungsi secara maksimal untuk memesan makanan -_- sudah cek berkala berbulan-bulan tidak ada perkembangan. Tolong dibantu ya Dev.";Negatif
kisro Kisro;5;19/10/2022 00.41;mohon di perbaiki biar jangan eror terus klo pagi hari kadang saya sering nunggu lama cuma muter terus aplikasinya kadang² udah masuk aplikasi tpi ga ada yang mangkal di maps kosong semua;Positif
Yoel Mokalu;1;18/10/2022 15.24;aplikasi payah titik untuk memilih tujuan dan tmpat pnjemputan minim sekali , gambarnya pun beda dengan google maps , masih kalah jauh dibanding gojek grab dan indriver. mnyusahlan customer aja pantas di jalan jarang skali ada yg pakai jaket kuning. smoga aplikasi ini bangkrut .Amin;Negatif
Bambang Wijaya;5;18/10/2022 11.03;Terima kasih bang dengan sikapnya yang ramah,, semoga semakin lancar & makin banyak order yang masuk.. sukses selalu buat maxim & abang2 semua;Positif
A Rahman;3;18/10/2022 10.06;Makin Parah make Maxim ni, kalau driver batal, tolong dong jangan nyari driver lain yang jaraknya jauh banget dari lokasi jemput. Nunggu lama tauu...;Negatif
Abdurrohman Hadi;4;18/10/2022 04.39;suka sama aplikasi ini karna biayanya lebih murah, hanya saja alamat maps nya kurang lengkap padahal di google maps ada,, semoga lebih baik lagi, armada lebih banyak lagi, dan adakan promo selain pas hari ulang tahun customer , dan waktu tunggu berbayar sebaiknya benar benar dipakai saat driver sudah ketemu sama customer kadang driver masih nyari alamat, customer sudah dikenai beban biaya tambahan;Positif
Lonely Drifter;3;18/10/2022 03.59;Habis update kok jadi lama banget dapat driver. Padahal di sekitar lokasi penjemputan ada banyak driver. Kadang muncull bug yg parah banget;Negatif
xdzra_;1;18/10/2022 02.58;Maxim banyak bugnya, error mulu lagi, gabisa dibuka padahal kouta masih banyak, mana titiknya juga bikin bingung.;Negatif
Jihan Maghfirah Arfiani Lahay;4;17/10/2022 15.14;"Aplikasi maxim ini sebenarnya sdh bagus. Apalagi harganya cukup murah, tapi sayang orderan tiba""jadi double sendiri. order delivery barang, barangnya sudah di antar dan selesai. Eh pas tutup hp, tiba""balik liat hp udh ada WA katanya dari maxim, dan di aplikasi udh nama org lain tiba""udh ke order sendiri";Positif
Jojor Berutu;5;17/10/2022 12.02;senang dengan aplikasi ini dgn harganya yg lebih murah... tolong disempurnakan aplikasi nya... titik koordinatnya sering jauh dari posisi pemesanan;Positif
Putri Septiarini Mufidah;1;17/10/2022 09.10;Kapok sama maxim. Bukan 1x 2x tapi SETIAP KALI ORDER selalu kyk gini. Di awal argo berapa 24/27 pas nyampe di driver beda lagi. Pas pertama kali pakai untuk pengguna baru juga gtu, promo 13k pas nyampe 28k. Baru aja saya order awal 27.4k pas sampai di argo ojolnya 30.4k. Ini gimana sih selalu labil gini?? Saya ttp pakai karna dr argo lebih murah dr apk ojol lain, tapi karna selalu kyk gini saya kapokk mending pakai yg lain yg lebih konsisten dan ga bikin jantungan.;Negatif
anthy randa;5;17/10/2022 09.09;Dengan adanya Maxim dapat mempermudah perjalanan selain itu, sejauh ini selalu dapat pelayanan yang baik, ditambah tarifnya yang terjangkau dan kawasanya juga sudah meluas. Semoga kedepanya lebih berkembang dan makin banyak yang merasakan manfaatnya.;Positif
Sovy Fitria Nuraini;1;17/10/2022 08.07;Pelayanan buruk. Baru kali ini dapat driver mobil tidak ramah, sepanjang jalan saya dimaki dan hampir mau di turunin di pinggir jalan. Cuma karena dia tidak mau ke potong harga tarifnya dari Rp10.200 jadi Rp8.000 karena saya pakai diskon yg ada diaplikasi, jadi saya kasih uang 3 kali lipat;Negatif
Muhammad Rizaldy;5;17/10/2022 06.19;mas hanif keren, helpfull banget, sigap, murah senyum dan tepat waktu.. tingkatkan terus pelayanan nya, makasih mas hanif dan makasih buat maxim!;Positif
Warzuqni Fahman;3;17/10/2022 02.02;layanan bagus..cuma perlu ditingkatkan lgi kualitas aplikasi.. sy sudah menggunakan jasa driver Maxim hari ini,beberapa menit kemudian masuk lagi pemberitahuan dari driver lain di rute yg sama yg mencari alamat lokasi saya berangkat barusan..padahal saya sudah sampai di lokasi tujuan...;Negatif
Cah Bagus;4;16/10/2022 09.33;Di berbaiki lagi masalah map nya sama alamat nya masih susah untuk mencari alamat yg jauh dan sulit terjangkau. Terimakasih .;Positif
